Specificity	GO_CC	Population	SpecificInts	CC	Overlap	Pvalue	OverlapGenes
WT	glycinergic synapse	232	5	1	0	1	
KO	glycinergic synapse	232	43	1	0	1	
WT	postsynaptic specialization membrane	232	5	1	0	1	
KO	postsynaptic specialization membrane	232	43	1	0	1	
WT	cytolytic granule	232	5	0	0	1	
KO	cytolytic granule	232	43	0	0	1	
WT	phagolysosome membrane	232	5	0	0	1	
KO	phagolysosome membrane	232	43	0	0	1	
WT	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex	232	5	0	0	1	
KO	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex	232	43	0	0	1	
WT	viral integration complex	232	5	0	0	1	
KO	viral integration complex	232	43	0	0	1	
WT	BAT3 complex	232	5	0	0	1	
KO	BAT3 complex	232	43	0	0	1	
WT	syntrophin complex	232	5	0	0	1	
KO	syntrophin complex	232	43	0	0	1	
WT	cell-substrate junction	232	5	1	0	1	
KO	cell-substrate junction	232	43	1	1	0.185344827586207	SORBS1
WT	cyclin D2-CDK4 complex	232	5	0	0	1	
KO	cyclin D2-CDK4 complex	232	43	0	0	1	
WT	B cell receptor complex	232	5	0	0	1	
KO	B cell receptor complex	232	43	0	0	1	
WT	replisome	232	5	0	0	1	
KO	replisome	232	43	0	0	1	
WT	PCNA complex	232	5	0	0	1	
KO	PCNA complex	232	43	0	0	1	
WT	PCNA-p21 complex	232	5	0	0	1	
KO	PCNA-p21 complex	232	43	0	0	1	
WT	collagen type XI trimer	232	5	0	0	1	
KO	collagen type XI trimer	232	43	0	0	1	
WT	integral component of mitochondrial membrane	232	5	0	0	1	
KO	integral component of mitochondrial membrane	232	43	0	0	1	
WT	BMP receptor complex	232	5	0	0	1	
KO	BMP receptor complex	232	43	0	0	1	
WT	fascia adherens	232	5	1	0	1	
KO	fascia adherens	232	43	1	0	1	
WT	Ku70:Ku80 complex	232	5	0	0	1	
KO	Ku70:Ku80 complex	232	43	0	0	1	
WT	nonhomologous end joining complex	232	5	0	0	1	
KO	nonhomologous end joining complex	232	43	0	0	1	
WT	lysosomal matrix	232	5	0	0	1	
KO	lysosomal matrix	232	43	0	0	1	
WT	interphotoreceptor matrix	232	5	0	0	1	
KO	interphotoreceptor matrix	232	43	0	0	1	
WT	integrin alpha4-beta7 complex	232	5	0	0	1	
KO	integrin alpha4-beta7 complex	232	43	0	0	1	
WT	polysomal ribosome	232	5	8	0	1	
KO	polysomal ribosome	232	43	8	2	0.454888122655286	RPL24,RPL8
WT	MHC class Ib protein complex	232	5	0	0	1	
KO	MHC class Ib protein complex	232	43	0	0	1	
WT	glucosidase II complex	232	5	0	0	1	
KO	glucosidase II complex	232	43	0	0	1	
WT	cell projection membrane	232	5	1	0	1	
KO	cell projection membrane	232	43	1	0	1	
WT	cell body membrane	232	5	0	0	1	
KO	cell body membrane	232	43	0	0	1	
WT	astrocyte end-foot	232	5	0	0	1	
KO	astrocyte end-foot	232	43	0	0	1	
WT	phagolysosome	232	5	0	0	1	
KO	phagolysosome	232	43	0	0	1	
WT	pyruvate kinase complex	232	5	0	0	1	
KO	pyruvate kinase complex	232	43	0	0	1	
WT	insulin-responsive compartment	232	5	1	0	1	
KO	insulin-responsive compartment	232	43	1	0	1	
WT	U7 snRNP	232	5	0	0	1	
KO	U7 snRNP	232	43	0	0	1	
WT	U4 snRNP	232	5	0	0	1	
KO	U4 snRNP	232	43	0	0	1	
WT	ribonucleoprotein granule	232	5	0	0	1	
KO	ribonucleoprotein granule	232	43	0	0	1	
WT	GABA-A receptor complex	232	5	0	0	1	
KO	GABA-A receptor complex	232	43	0	0	1	
WT	smooth muscle contractile fiber	232	5	0	0	1	
KO	smooth muscle contractile fiber	232	43	0	0	1	
WT	gamma-catenin-TCF7L2 complex	232	5	0	0	1	
KO	gamma-catenin-TCF7L2 complex	232	43	0	0	1	
WT	hemidesmosome	232	5	1	0	1	
KO	hemidesmosome	232	43	1	1	0.185344827586207	DST
WT	plasma membrane bounded cell projection cytoplasm	232	5	0	0	1	
KO	plasma membrane bounded cell projection cytoplasm	232	43	0	0	1	
WT	Golgi trans cisterna	232	5	0	0	1	
KO	Golgi trans cisterna	232	43	0	0	1	
WT	cell tip	232	5	0	0	1	
KO	cell tip	232	43	0	0	1	
WT	proton-transporting V-type ATPase, V1 domain	232	5	0	0	1	
KO	proton-transporting V-type ATPase, V1 domain	232	43	0	0	1	
WT	elastic fiber	232	5	0	0	1	
KO	elastic fiber	232	43	0	0	1	
WT	inner acrosomal membrane	232	5	0	0	1	
KO	inner acrosomal membrane	232	43	0	0	1	
WT	phosphorylase kinase complex	232	5	0	0	1	
KO	phosphorylase kinase complex	232	43	0	0	1	
WT	beta-catenin-TCF7L2 complex	232	5	1	0	1	
KO	beta-catenin-TCF7L2 complex	232	43	1	0	1	
WT	perisynaptic extracellular matrix	232	5	0	0	1	
KO	perisynaptic extracellular matrix	232	43	0	0	1	
WT	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex	232	5	0	0	1	
KO	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex	232	43	0	0	1	
WT	ATF4-CREB1 transcription factor complex	232	5	0	0	1	
KO	ATF4-CREB1 transcription factor complex	232	43	0	0	1	
WT	calcineurin complex	232	5	0	0	1	
KO	calcineurin complex	232	43	0	0	1	
WT	juxtaparanode region of axon	232	5	1	0	1	
KO	juxtaparanode region of axon	232	43	1	0	1	
WT	apical ectoplasmic specialization	232	5	0	0	1	
KO	apical ectoplasmic specialization	232	43	0	0	1	
WT	plasma membrane bounded cell projection	232	5	0	0	1	
KO	plasma membrane bounded cell projection	232	43	0	0	1	
WT	senescence-associated heterochromatin focus	232	5	0	0	1	
KO	senescence-associated heterochromatin focus	232	43	0	0	1	
WT	Lsd1/2 complex	232	5	0	0	1	
KO	Lsd1/2 complex	232	43	0	0	1	
WT	condensed chromosome, centromeric region	232	5	0	0	1	
KO	condensed chromosome, centromeric region	232	43	0	0	1	
WT	CHOP-C/EBP complex	232	5	0	0	1	
KO	CHOP-C/EBP complex	232	43	0	0	1	
WT	growth cone membrane	232	5	1	0	1	
KO	growth cone membrane	232	43	1	0	1	
WT	cis-Golgi network membrane	232	5	0	0	1	
KO	cis-Golgi network membrane	232	43	0	0	1	
WT	cytoophidium	232	5	0	0	1	
KO	cytoophidium	232	43	0	0	1	
WT	zona pellucida receptor complex	232	5	1	0	1	
KO	zona pellucida receptor complex	232	43	1	1	0.185344827586207	HSPA1L
WT	chaperonin-containing T-complex	232	5	0	0	1	
KO	chaperonin-containing T-complex	232	43	0	0	1	
WT	cytoplasmic side of endoplasmic reticulum membrane	232	5	0	0	1	
KO	cytoplasmic side of endoplasmic reticulum membrane	232	43	0	0	1	
WT	transcription factor TFIIH core complex	232	5	0	0	1	
KO	transcription factor TFIIH core complex	232	43	0	0	1	
WT	transcription factor TFIIH holo complex	232	5	0	0	1	
KO	transcription factor TFIIH holo complex	232	43	0	0	1	
WT	CAK-ERCC2 complex	232	5	0	0	1	
KO	CAK-ERCC2 complex	232	43	0	0	1	
WT	NELF complex	232	5	0	0	1	
KO	NELF complex	232	43	0	0	1	
WT	ATF1-ATF4 transcription factor complex	232	5	0	0	1	
KO	ATF1-ATF4 transcription factor complex	232	43	0	0	1	
WT	CHOP-ATF3 complex	232	5	0	0	1	
KO	CHOP-ATF3 complex	232	43	0	0	1	
WT	Lewy body core	232	5	0	0	1	
KO	Lewy body core	232	43	0	0	1	
WT	CHOP-ATF4 complex	232	5	0	0	1	
KO	CHOP-ATF4 complex	232	43	0	0	1	
WT	alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex	232	5	0	0	1	
KO	alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex	232	43	0	0	1	
WT	cardiac Troponin complex	232	5	0	0	1	
KO	cardiac Troponin complex	232	43	0	0	1	
WT	tumor necrosis factor receptor superfamily complex	232	5	0	0	1	
KO	tumor necrosis factor receptor superfamily complex	232	43	0	0	1	
WT	cation-transporting ATPase complex	232	5	0	0	1	
KO	cation-transporting ATPase complex	232	43	0	0	1	
WT	I-kappaB/NF-kappaB complex	232	5	0	0	1	
KO	I-kappaB/NF-kappaB complex	232	43	0	0	1	
WT	integral component of presynaptic active zone membrane	232	5	0	0	1	
KO	integral component of presynaptic active zone membrane	232	43	0	0	1	
WT	transcription factor TFIIA complex	232	5	0	0	1	
KO	transcription factor TFIIA complex	232	43	0	0	1	
WT	cyclin A2-CDK2 complex	232	5	0	0	1	
KO	cyclin A2-CDK2 complex	232	43	0	0	1	
WT	clathrin-sculpted acetylcholine transport vesicle membrane	232	5	0	0	1	
KO	clathrin-sculpted acetylcholine transport vesicle membrane	232	43	0	0	1	
WT	clathrin-sculpted glutamate transport vesicle membrane	232	5	0	0	1	
KO	clathrin-sculpted glutamate transport vesicle membrane	232	43	0	0	1	
WT	clathrin-sculpted monoamine transport vesicle membrane	232	5	0	0	1	
KO	clathrin-sculpted monoamine transport vesicle membrane	232	43	0	0	1	
WT	cytoplasmic side of early endosome membrane	232	5	0	0	1	
KO	cytoplasmic side of early endosome membrane	232	43	0	0	1	
WT	endosome to plasma membrane transport vesicle	232	5	0	0	1	
KO	endosome to plasma membrane transport vesicle	232	43	0	0	1	
WT	MutSbeta complex	232	5	0	0	1	
KO	MutSbeta complex	232	43	0	0	1	
WT	Bcl3-Bcl10 complex	232	5	0	0	1	
KO	Bcl3-Bcl10 complex	232	43	0	0	1	
WT	Bcl3/NF-kappaB2 complex	232	5	0	0	1	
KO	Bcl3/NF-kappaB2 complex	232	43	0	0	1	
WT	collagen type IX trimer	232	5	0	0	1	
KO	collagen type IX trimer	232	43	0	0	1	
WT	compact myelin	232	5	0	0	1	
KO	compact myelin	232	43	0	0	1	
WT	mesaxon	232	5	0	0	1	
KO	mesaxon	232	43	0	0	1	
WT	hinge region between urothelial plaques of apical plasma membrane	232	5	0	0	1	
KO	hinge region between urothelial plaques of apical plasma membrane	232	43	0	0	1	
WT	proton-transporting two-sector ATPase complex	232	5	0	0	1	
KO	proton-transporting two-sector ATPase complex	232	43	0	0	1	
WT	glycerol-3-phosphate dehydrogenase complex	232	5	0	0	1	
KO	glycerol-3-phosphate dehydrogenase complex	232	43	0	0	1	
WT	egg coat	232	5	0	0	1	
KO	egg coat	232	43	0	0	1	
WT	mitochondrial permeability transition pore complex	232	5	0	0	1	
KO	mitochondrial permeability transition pore complex	232	43	0	0	1	
WT	ryanodine receptor complex	232	5	0	0	1	
KO	ryanodine receptor complex	232	43	0	0	1	
WT	dense fibrillar component	232	5	0	0	1	
KO	dense fibrillar component	232	43	0	0	1	
WT	cytochrome complex	232	5	0	0	1	
KO	cytochrome complex	232	43	0	0	1	
WT	intracellular canaliculus	232	5	0	0	1	
KO	intracellular canaliculus	232	43	0	0	1	
WT	integrin alpha6-beta4 complex	232	5	0	0	1	
KO	integrin alpha6-beta4 complex	232	43	0	0	1	
WT	polar microtubule	232	5	0	0	1	
KO	polar microtubule	232	43	0	0	1	
WT	NF-kappaB complex	232	5	1	0	1	
KO	NF-kappaB complex	232	43	1	0	1	
WT	inhibitory synapse	232	5	0	0	1	
KO	inhibitory synapse	232	43	0	0	1	
WT	glycine cleavage complex	232	5	0	0	1	
KO	glycine cleavage complex	232	43	0	0	1	
WT	perineuronal net	232	5	0	0	1	
KO	perineuronal net	232	43	0	0	1	
WT	CCAAT-binding factor complex	232	5	0	0	1	
KO	CCAAT-binding factor complex	232	43	0	0	1	
WT	Rab-protein geranylgeranyltransferase complex	232	5	0	0	1	
KO	Rab-protein geranylgeranyltransferase complex	232	43	0	0	1	
WT	secondary lysosome	232	5	0	0	1	
KO	secondary lysosome	232	43	0	0	1	
WT	eukaryotic translation elongation factor 1 complex	232	5	0	0	1	
KO	eukaryotic translation elongation factor 1 complex	232	43	0	0	1	
WT	postsynaptic recycling endosome	232	5	0	0	1	
KO	postsynaptic recycling endosome	232	43	0	0	1	
WT	insulin-like growth factor binary complex	232	5	0	0	1	
KO	insulin-like growth factor binary complex	232	43	0	0	1	
WT	cyclin E1-CDK2 complex	232	5	0	0	1	
KO	cyclin E1-CDK2 complex	232	43	0	0	1	
WT	cyclin A1-CDK2 complex	232	5	0	0	1	
KO	cyclin A1-CDK2 complex	232	43	0	0	1	
WT	MCM complex	232	5	0	0	1	
KO	MCM complex	232	43	0	0	1	
WT	laminin-3 complex	232	5	0	0	1	
KO	laminin-3 complex	232	43	0	0	1	
WT	outer dense fiber	232	5	0	0	1	
KO	outer dense fiber	232	43	0	0	1	
WT	concave side of sperm head	232	5	0	0	1	
KO	concave side of sperm head	232	43	0	0	1	
WT	extrinsic component of postsynaptic membrane	232	5	0	0	1	
KO	extrinsic component of postsynaptic membrane	232	43	0	0	1	
WT	U2AF	232	5	0	0	1	
KO	U2AF	232	43	0	0	1	
WT	Dcp1-Dcp2 complex	232	5	0	0	1	
KO	Dcp1-Dcp2 complex	232	43	0	0	1	
WT	calcium ion-transporting ATPase complex	232	5	0	0	1	
KO	calcium ion-transporting ATPase complex	232	43	0	0	1	
WT	CNTFR-CLCF1 complex	232	5	0	0	1	
KO	CNTFR-CLCF1 complex	232	43	0	0	1	
WT	collagen type VIII trimer	232	5	0	0	1	
KO	collagen type VIII trimer	232	43	0	0	1	
WT	phosphatidylinositol 3-kinase complex, class IA	232	5	0	0	1	
KO	phosphatidylinositol 3-kinase complex, class IA	232	43	0	0	1	
WT	perinuclear endoplasmic reticulum membrane	232	5	0	0	1	
KO	perinuclear endoplasmic reticulum membrane	232	43	0	0	1	
WT	spermatoproteasome complex	232	5	0	0	1	
KO	spermatoproteasome complex	232	43	0	0	1	
WT	serotonergic synapse	232	5	0	0	1	
KO	serotonergic synapse	232	43	0	0	1	
WT	striated muscle thin filament	232	5	5	0	1	
KO	striated muscle thin filament	232	43	5	1	0.64473878034552	TMOD2
WT	Cdc73/Paf1 complex	232	5	0	0	1	
KO	Cdc73/Paf1 complex	232	43	0	0	1	
WT	delta DNA polymerase complex	232	5	0	0	1	
KO	delta DNA polymerase complex	232	43	0	0	1	
WT	TEAD-1-YAP complex	232	5	0	0	1	
KO	TEAD-1-YAP complex	232	43	0	0	1	
WT	CERF complex	232	5	0	0	1	
KO	CERF complex	232	43	0	0	1	
WT	glomerular endothelium fenestra	232	5	0	0	1	
KO	glomerular endothelium fenestra	232	43	0	0	1	
WT	late endosome lumen	232	5	0	0	1	
KO	late endosome lumen	232	43	0	0	1	
WT	interleukin-12 complex	232	5	0	0	1	
KO	interleukin-12 complex	232	43	0	0	1	
WT	interleukin-23 complex	232	5	0	0	1	
KO	interleukin-23 complex	232	43	0	0	1	
WT	IPAF inflammasome complex	232	5	0	0	1	
KO	IPAF inflammasome complex	232	43	0	0	1	
WT	NLRP1 inflammasome complex	232	5	0	0	1	
KO	NLRP1 inflammasome complex	232	43	0	0	1	
WT	protease inhibitor complex	232	5	0	0	1	
KO	protease inhibitor complex	232	43	0	0	1	
WT	mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)	232	5	0	0	1	
KO	mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)	232	43	0	0	1	
WT	protein phosphatase type 2A complex	232	5	0	0	1	
KO	protein phosphatase type 2A complex	232	43	0	0	1	
WT	host cell surface	232	5	0	0	1	
KO	host cell surface	232	43	0	0	1	
WT	microtubule plus-end	232	5	2	0	1	
KO	microtubule plus-end	232	43	2	1	0.336990595611285	DST
WT	dendritic spine neck	232	5	2	0	1	
KO	dendritic spine neck	232	43	2	0	1	
WT	methionine adenosyltransferase complex	232	5	0	0	1	
KO	methionine adenosyltransferase complex	232	43	0	0	1	
WT	ribonucleoside-diphosphate reductase complex	232	5	0	0	1	
KO	ribonucleoside-diphosphate reductase complex	232	43	0	0	1	
WT	terminal cisterna lumen	232	5	0	0	1	
KO	terminal cisterna lumen	232	43	0	0	1	
WT	nuclear stress granule	232	5	0	0	1	
KO	nuclear stress granule	232	43	0	0	1	
WT	granulocyte macrophage colony-stimulating factor receptor complex	232	5	0	0	1	
KO	granulocyte macrophage colony-stimulating factor receptor complex	232	43	0	0	1	
WT	cleavage body	232	5	0	0	1	
KO	cleavage body	232	43	0	0	1	
WT	BRISC complex	232	5	0	0	1	
KO	BRISC complex	232	43	0	0	1	
WT	Scrib-APC-beta-catenin complex	232	5	1	0	1	
KO	Scrib-APC-beta-catenin complex	232	43	1	0	1	
WT	DNA replication factor C complex	232	5	0	0	1	
KO	DNA replication factor C complex	232	43	0	0	1	
WT	Elg1 RFC-like complex	232	5	0	0	1	
KO	Elg1 RFC-like complex	232	43	0	0	1	
WT	transcription factor TFIIF complex	232	5	0	0	1	
KO	transcription factor TFIIF complex	232	43	0	0	1	
WT	nuclear outer membrane	232	5	0	0	1	
KO	nuclear outer membrane	232	43	0	0	1	
WT	spine apparatus	232	5	0	0	1	
KO	spine apparatus	232	43	0	0	1	
WT	microfibril	232	5	0	0	1	
KO	microfibril	232	43	0	0	1	
WT	isoamylase complex	232	5	0	0	1	
KO	isoamylase complex	232	43	0	0	1	
WT	actomyosin contractile ring	232	5	1	0	1	
KO	actomyosin contractile ring	232	43	1	0	1	
WT	actomyosin	232	5	5	0	1	
KO	actomyosin	232	43	5	0	1	
WT	myosin II filament	232	5	2	0	1	
KO	myosin II filament	232	43	2	0	1	
WT	F-actin capping protein complex	232	5	5	0	1	
KO	F-actin capping protein complex	232	43	5	2	0.231867633179503	ADD2,ADD1
WT	cytoplasmic side of nuclear pore	232	5	0	0	1	
KO	cytoplasmic side of nuclear pore	232	43	0	0	1	
WT	cytoskeletal calyx	232	5	0	0	1	
KO	cytoskeletal calyx	232	43	0	0	1	
WT	cytosolic aryl hydrocarbon receptor complex	232	5	0	0	1	
KO	cytosolic aryl hydrocarbon receptor complex	232	43	0	0	1	
WT	proton-transporting two-sector ATPase complex, catalytic domain	232	5	0	0	1	
KO	proton-transporting two-sector ATPase complex, catalytic domain	232	43	0	0	1	
WT	activin receptor complex	232	5	0	0	1	
KO	activin receptor complex	232	43	0	0	1	
WT	GMP reductase complex	232	5	0	0	1	
KO	GMP reductase complex	232	43	0	0	1	
WT	sodium channel complex	232	5	0	0	1	
KO	sodium channel complex	232	43	0	0	1	
WT	supraspliceosomal complex	232	5	0	0	1	
KO	supraspliceosomal complex	232	43	0	0	1	
WT	gamma-tubulin ring complex	232	5	0	0	1	
KO	gamma-tubulin ring complex	232	43	0	0	1	
WT	BRCA1-BARD1 complex	232	5	0	0	1	
KO	BRCA1-BARD1 complex	232	43	0	0	1	
WT	BRCA1-A complex	232	5	0	0	1	
KO	BRCA1-A complex	232	43	0	0	1	
WT	collagen type XV trimer	232	5	0	0	1	
KO	collagen type XV trimer	232	43	0	0	1	
WT	oncostatin-M receptor complex	232	5	0	0	1	
KO	oncostatin-M receptor complex	232	43	0	0	1	
WT	large ribosomal subunit	232	5	0	0	1	
KO	large ribosomal subunit	232	43	0	0	1	
WT	late recombination nodule	232	5	0	0	1	
KO	late recombination nodule	232	43	0	0	1	
WT	RNA polymerase II transcription repressor complex	232	5	0	0	1	
KO	RNA polymerase II transcription repressor complex	232	43	0	0	1	
WT	lumenal side of membrane	232	5	0	0	1	
KO	lumenal side of membrane	232	43	0	0	1	
WT	XPC complex	232	5	0	0	1	
KO	XPC complex	232	43	0	0	1	
WT	NatA complex	232	5	0	0	1	
KO	NatA complex	232	43	0	0	1	
WT	axonal spine	232	5	0	0	1	
KO	axonal spine	232	43	0	0	1	
WT	neuron spine	232	5	0	0	1	
KO	neuron spine	232	43	0	0	1	
WT	postsynaptic endocytic zone	232	5	0	0	1	
KO	postsynaptic endocytic zone	232	43	0	0	1	
WT	TRAMP complex	232	5	0	0	1	
KO	TRAMP complex	232	43	0	0	1	
WT	viral replication complex	232	5	0	0	1	
KO	viral replication complex	232	43	0	0	1	
WT	nuclear condensin complex	232	5	0	0	1	
KO	nuclear condensin complex	232	43	0	0	1	
WT	interleukin-12 receptor complex	232	5	0	0	1	
KO	interleukin-12 receptor complex	232	43	0	0	1	
WT	interleukin-23 receptor complex	232	5	0	0	1	
KO	interleukin-23 receptor complex	232	43	0	0	1	
WT	intrinsic component of endosome membrane	232	5	0	0	1	
KO	intrinsic component of endosome membrane	232	43	0	0	1	
WT	membrane protein complex	232	5	0	0	1	
KO	membrane protein complex	232	43	0	0	1	
WT	perisynaptic space	232	5	0	0	1	
KO	perisynaptic space	232	43	0	0	1	
WT	astral microtubule	232	5	0	0	1	
KO	astral microtubule	232	43	0	0	1	
WT	kinesin complex	232	5	1	0	1	
KO	kinesin complex	232	43	1	1	0.185344827586207	KIF5C
WT	central region of growth cone	232	5	0	0	1	
KO	central region of growth cone	232	43	0	0	1	
WT	MutSalpha complex	232	5	0	0	1	
KO	MutSalpha complex	232	43	0	0	1	
WT	spanning component of membrane	232	5	0	0	1	
KO	spanning component of membrane	232	43	0	0	1	
WT	nuclear pore cytoplasmic filaments	232	5	0	0	1	
KO	nuclear pore cytoplasmic filaments	232	43	0	0	1	
WT	cytoplasmic periphery of the nuclear pore complex	232	5	0	0	1	
KO	cytoplasmic periphery of the nuclear pore complex	232	43	0	0	1	
WT	telomeric heterochromatin	232	5	0	0	1	
KO	telomeric heterochromatin	232	43	0	0	1	
WT	nuclear subtelomeric heterochromatin	232	5	0	0	1	
KO	nuclear subtelomeric heterochromatin	232	43	0	0	1	
WT	Cul4A-RING E3 ubiquitin ligase complex	232	5	0	0	1	
KO	Cul4A-RING E3 ubiquitin ligase complex	232	43	0	0	1	
WT	MAML1-RBP-Jkappa- ICN1 complex	232	5	0	0	1	
KO	MAML1-RBP-Jkappa- ICN1 complex	232	43	0	0	1	
WT	nuclear ubiquitin ligase complex	232	5	0	0	1	
KO	nuclear ubiquitin ligase complex	232	43	0	0	1	
WT	hippocampal mossy fiber	232	5	1	0	1	
KO	hippocampal mossy fiber	232	43	1	0	1	
WT	TEAD-2-YAP complex	232	5	0	0	1	
KO	TEAD-2-YAP complex	232	43	0	0	1	
WT	oligosaccharyltransferase III complex	232	5	0	0	1	
KO	oligosaccharyltransferase III complex	232	43	0	0	1	
WT	glutamate-cysteine ligase complex	232	5	0	0	1	
KO	glutamate-cysteine ligase complex	232	43	0	0	1	
WT	phosphatidylinositol 3-kinase complex, class IB	232	5	0	0	1	
KO	phosphatidylinositol 3-kinase complex, class IB	232	43	0	0	1	
WT	dendritic tree	232	5	0	0	1	
KO	dendritic tree	232	43	0	0	1	
WT	host cell perinuclear region of cytoplasm	232	5	0	0	1	
KO	host cell perinuclear region of cytoplasm	232	43	0	0	1	
WT	paraferritin complex	232	5	0	0	1	
KO	paraferritin complex	232	43	0	0	1	
WT	CAAX-protein geranylgeranyltransferase complex	232	5	0	0	1	
KO	CAAX-protein geranylgeranyltransferase complex	232	43	0	0	1	
WT	protein farnesyltransferase complex	232	5	0	0	1	
KO	protein farnesyltransferase complex	232	43	0	0	1	
WT	condensed chromosome inner kinetochore	232	5	0	0	1	
KO	condensed chromosome inner kinetochore	232	43	0	0	1	
WT	ciliary transition fiber	232	5	0	0	1	
KO	ciliary transition fiber	232	43	0	0	1	
WT	HOPS complex	232	5	0	0	1	
KO	HOPS complex	232	43	0	0	1	
WT	gamma-secretase complex	232	5	0	0	1	
KO	gamma-secretase complex	232	43	0	0	1	
WT	TSC1-TSC2 complex	232	5	0	0	1	
KO	TSC1-TSC2 complex	232	43	0	0	1	
WT	SAGA complex	232	5	0	0	1	
KO	SAGA complex	232	43	0	0	1	
WT	SLIK (SAGA-like) complex	232	5	0	0	1	
KO	SLIK (SAGA-like) complex	232	43	0	0	1	
WT	epidermal lamellar body	232	5	0	0	1	
KO	epidermal lamellar body	232	43	0	0	1	
WT	DNA-dependent protein kinase-DNA ligase 4 complex	232	5	0	0	1	
KO	DNA-dependent protein kinase-DNA ligase 4 complex	232	43	0	0	1	
WT	DNA ligase IV complex	232	5	0	0	1	
KO	DNA ligase IV complex	232	43	0	0	1	
WT	intrinsic component of mitochondrial inner membrane	232	5	0	0	1	
KO	intrinsic component of mitochondrial inner membrane	232	43	0	0	1	
WT	early endosome lumen	232	5	0	0	1	
KO	early endosome lumen	232	43	0	0	1	
WT	recycling endosome lumen	232	5	0	0	1	
KO	recycling endosome lumen	232	43	0	0	1	
WT	cyclin-dependent protein kinase activating kinase holoenzyme complex	232	5	0	0	1	
KO	cyclin-dependent protein kinase activating kinase holoenzyme complex	232	43	0	0	1	
WT	extrinsic component of lysosome membrane	232	5	0	0	1	
KO	extrinsic component of lysosome membrane	232	43	0	0	1	
WT	gamma DNA polymerase complex	232	5	0	0	1	
KO	gamma DNA polymerase complex	232	43	0	0	1	
WT	Sec61 translocon complex	232	5	0	0	1	
KO	Sec61 translocon complex	232	43	0	0	1	
WT	BRCA2-MAGE-D1 complex	232	5	0	0	1	
KO	BRCA2-MAGE-D1 complex	232	43	0	0	1	
WT	SAGA-type complex	232	5	0	0	1	
KO	SAGA-type complex	232	43	0	0	1	
WT	caveolar macromolecular signaling complex	232	5	0	0	1	
KO	caveolar macromolecular signaling complex	232	43	0	0	1	
WT	ion channel complex	232	5	0	0	1	
KO	ion channel complex	232	43	0	0	1	
WT	mitotic spindle astral microtubule	232	5	0	0	1	
KO	mitotic spindle astral microtubule	232	43	0	0	1	
WT	rod photoreceptor outer segment	232	5	0	0	1	
KO	rod photoreceptor outer segment	232	43	0	0	1	
WT	fibrillar collagen trimer	232	5	0	0	1	
KO	fibrillar collagen trimer	232	43	0	0	1	
WT	ciliary plasm	232	5	0	0	1	
KO	ciliary plasm	232	43	0	0	1	
WT	striated muscle myosin thick filament	232	5	0	0	1	
KO	striated muscle myosin thick filament	232	43	0	0	1	
WT	extrinsic component of postsynaptic specialization membrane	232	5	0	0	1	
KO	extrinsic component of postsynaptic specialization membrane	232	43	0	0	1	
WT	RNA cap binding complex	232	5	0	0	1	
KO	RNA cap binding complex	232	43	0	0	1	
WT	nuclear pore outer ring	232	5	0	0	1	
KO	nuclear pore outer ring	232	43	0	0	1	
WT	pICln-Sm protein complex	232	5	0	0	1	
KO	pICln-Sm protein complex	232	43	0	0	1	
WT	shelterin complex	232	5	0	0	1	
KO	shelterin complex	232	43	0	0	1	
WT	CatSper complex	232	5	0	0	1	
KO	CatSper complex	232	43	0	0	1	
WT	potassium:proton exchanging ATPase complex	232	5	0	0	1	
KO	potassium:proton exchanging ATPase complex	232	43	0	0	1	
WT	ectoplasm	232	5	0	0	1	
KO	ectoplasm	232	43	0	0	1	
WT	Derlin-1 retrotranslocation complex	232	5	0	0	1	
KO	Derlin-1 retrotranslocation complex	232	43	0	0	1	
WT	ATPase complex	232	5	0	0	1	
KO	ATPase complex	232	43	0	0	1	
WT	VCP-NSFL1C complex	232	5	0	0	1	
KO	VCP-NSFL1C complex	232	43	0	0	1	
WT	SCAR complex	232	5	0	0	1	
KO	SCAR complex	232	43	0	0	1	
WT	histone locus body	232	5	0	0	1	
KO	histone locus body	232	43	0	0	1	
WT	U4atac snRNP	232	5	0	0	1	
KO	U4atac snRNP	232	43	0	0	1	
WT	epsilon DNA polymerase complex	232	5	0	0	1	
KO	epsilon DNA polymerase complex	232	43	0	0	1	
WT	extrinsic component of mitochondrial outer membrane	232	5	0	0	1	
KO	extrinsic component of mitochondrial outer membrane	232	43	0	0	1	
WT	Golgi-associated vesicle lumen	232	5	0	0	1	
KO	Golgi-associated vesicle lumen	232	43	0	0	1	
WT	tRNA methyltransferase complex	232	5	0	0	1	
KO	tRNA methyltransferase complex	232	43	0	0	1	
WT	pseudopodium membrane	232	5	0	0	1	
KO	pseudopodium membrane	232	43	0	0	1	
WT	perinucleolar compartment	232	5	0	0	1	
KO	perinucleolar compartment	232	43	0	0	1	
WT	inflammasome complex	232	5	0	0	1	
KO	inflammasome complex	232	43	0	0	1	
